CNAE;RAT;FPAS;Descrição da atividade
859960;1,00%;515;Cursos preparatórios para concursos
859969;1,00%;515;Outras atividades de ensino não especific adas anteriormente
861010;2,00%;515;Atividades de atendimento hospitalar, exc eto pronto-socorro e unidades
861010;2,00%;515;Atividades de atendimento em pronto-socor ro e unidades hospitalares para
862160;2,00%;515;UTI móvel
862160;2,00%;515;Serviços móveis de atendimento a urgência s, exceto por UTI móvel
863050;2,00%;515;Atividade médica ambulatorial com recurso s para realização de
863050;2,00%;515;Atividade médica ambulatorial com recurso s para realização de exames
863050;2,00%;515;Atividade médica ambulatorial restrita a consultas - Pessoa Jurídica
863050;2,00%;515;Atividade odontológica com recursos para realização de procedimentos
863050;2,00%;515;Atividade odontológica sem recursos para realização de procedimentos
863050;2,00%;515;Serviços de vacinação e imunização humana
863050;2,00%;515;Atividades de reprodução humana assistida
863059;2,00%;515;Atividades de atenção ambulatorial não es pecificadas anteriormente
864020;1,00%;515;Laboratórios de anatomia patológica e cit ológica
864020;1,00%;515;Laboratórios clínicos
864020;1,00%;515;Serviços de diálise e nefrologia
864020;1,00%;515;Serviços de tomografia
864020;1,00%;515;Serviços de diagnóstico por imagem com us o de radiação ionizante, exceto
864020;1,00%;515;Serviços de ressonância magnética
864020;1,00%;515;Serviços de diagnóstico por imagem sem us o de radiação ionizante, exceto
864020;1,00%;515;Serviços de diagnóstico por registro gráf ico - ECG, EEG e outros exames
864020;1,00%;515;Serviços de diagnóstico por métodos óptic os - endoscopia e outros exames
864021;1,00%;515;Serviços de quimioterapia
864021;1,00%;515;Serviços de radioterapia
864021;1,00%;515;Serviços de hemoterapia
864021;1,00%;515;Serviços de litotripsia
864021;1,00%;515;Serviços de bancos de células e tecidos h umanos
864029;1,00%;515;Atividades de serviços de complementação diagnóstica e terapêutica não
865000;1,00%;515;Atividades de enfermagem - Pessoa Jurídic a
865000;1,00%;515;Atividades de profissionais da nutrição -  Pessoa Jurídica
865000;1,00%;515;Atividades de psicologia e psicanálise - Pessoa Jurídica
865000;1,00%;515;Atividades de fisioterapia - Pessoa Juríd ica
865000;1,00%;515;Atividades de terapia ocupacional - Pesso a Jurídica
865000;1,00%;515;Atividades de fonoaudiologia - Pessoa Jur ídica
865000;1,00%;515;Atividades de terapia de nutrição enteral  e parenteral - Pessoa Jurídica
865009;1,00%;515;Atividades de profissionais da área de sa úde não especificadas
866070;1,00%;515;Atividades de apoio à gestão de saúde
869090;1,00%;515;Atividades de práticas integrativas e com plementares em saúde humana
869090;1,00%;515;Atividades de bancos de leite humano
869099;1,00%;515;Outras atividades de atenção à saúde huma na não especificadas
871150;1,00%;515;Clínicas e residências geriátricas
871150;1,00%;515;Instituições de longa permanência para id osos
871150;1,00%;515;Atividades de assistência a deficientes f ísicos, imunodeprimidos e
871150;1,00%;515;Centros de apoio a pacientes com câncer e  com AIDS
871230;1,00%;515;Atividades de fornecimento de infra-estru tura de apoio e assistência a
872040;1,00%;515;Atividades de centros de assistência psic ossocial
872049;1,00%;515;Atividades de assistência psicossocial e à saúde a portadores de distúrbios
873010;1,00%;515;Orfanatos
873010;1,00%;515;Albergues assistenciais
873019;1,00%;515;Atividades de assistência social prestada s em residências coletivas e
880060;1,00%;515;Serviços de assistência social sem alojam ento
900190;3,00%;515;Atividades de sonorização e de iluminação
900350;3,00%;515;Gestão de espaços para artes cênicas, esp etáculos e outras atividades
920030;1,00%;515;Casas de bingo
920030;1,00%;515;Exploração de apostas em corridas de cava los
920039;1,00%;515;Exploração de jogos de azar e apostas não  especificados anteriormente
931150;1,00%;515;Gestão de instalações de esportes
931910;1,00%;515;Produção e promoção de eventos esportivos
931919;1,00%;515;Outras atividades esportivas não especifi cadas anteriormente
932120;1,00%;515;Parques de diversão e parques temáticos
932980;1,00%;515;Discotecas, danceterias, salões de dança e similares
932980;1,00%;515;Exploração de boliches
932980;1,00%;515;Exploração de jogos de sinuca, bilhar e s imilares
932980;1,00%;515;Exploração de jogos eletrônicos recreativ os
932989;1,00%;515;Outras atividades de recreação e lazer nã o especificadas anteriormente
949100;1,00%;515;Atividades de organizações religiosas
949280;1,00%;515;Atividades de organizações políticas
951180;1,00%;515;Reparação e manutenção de computadores e de equipamentos periféricos
951260;1,00%;515;Reparação e manutenção de equipamentos de  comunicação
952150;1,00%;515;Reparação e manutenção de equipamentos el etroeletrônicos de uso pessoal e
952910;1,00%;515;Reparação de calçados, bolsas e artigos d e viagem
952910;1,00%;515;Chaveiros
952910;1,00%;515;Reparação de relógios
952910;1,00%;515;Reparação de bicicletas, triciclos e outr os veículos não-motorizados
952910;1,00%;515;Reparação de artigos do mobiliário
952910;1,00%;515;Reparação de jóias
952919;1,00%;515;Reparação e manutenção de outros objetos e equipamentos pessoais e
960170;1,00%;515;Lavanderias
960170;1,00%;515;Tinturarias
960170;1,00%;515;Toalheiros
960250;1,00%;515;Cabeleireiros
960250;1,00%;515;Outras atividades de tratamento de beleza
960330;1,00%;515;Gestão e manutenção de cemitérios
960330;1,00%;515;Serviços de cremação
960330;1,00%;515;Serviços de sepultamento
960330;1,00%;515;Serviços de funerárias
960330;1,00%;515;Serviços de somatoconservação
960339;1,00%;515;Atividades funerárias e serviços relacion ados não especificados
960920;1,00%;515;Clínicas de estética e similares
960920;1,00%;515;Agências matrimoniais
960920;1,00%;515;Alojamento, higiene e embelezamento de an imais
960920;1,00%;515;Exploração de máquinas de serviços pessoa is acionadas por moeda
960929;1,00%;515;Outras atividades de serviços pessoais nã o especificadas anteriormente
941110;1,00%;523;Atividades de organizações associativas p atronais e empresariais (566 Se
941200;1,00%;523;Atividades de organizações associativas p rofissionais (566 Se vinculada ao
942010;3,00%;523;Atividades de organizações sindicais (566  Se vinculada ao ex IAPC)
021010;2,00%;531;Extração de madeira em florestas plantada s
021010;2,00%;531;Produção de carvão vegetal - florestas pl antadas
022090;3,00%;531;Extração de madeira em florestas nativas
022090;3,00%;531;Produção de carvão vegetal - florestas na tivas
101120;3,00%;531;Frigorífico - abate de bovinos (setor de abate)
101120;3,00%;531;Frigorífico - abate de eqüinos (setor de abate)
101120;3,00%;531;Frigorífico - abate de ovinos e caprinos (setor de abate)
101120;3,00%;531;Frigorífico - abate de bufalinos (setor d e abate)
101120;3,00%;531;Matadouro - abate de reses sob contrato, exceto abate de suínos
101210;3,00%;531;Abate de aves (setor de abate)
101210;3,00%;531;Abate de pequenos animais (setor de abate )
101210;3,00%;531;Frigorífico - abate de suínos (setor de a bate)
101210;3,00%;531;Matadouro - abate de suínos sob contrato
105110;2,00%;531;Preparação do leite (825 se Agroindustria )
106190;2,00%;531;Beneficiamento de arroz (825 se Agroindus tria)
031160;2,00%;540;Pesca de peixes em água salgada
331710;1,00%;540;Manutenção e reparação de embarcações e e struturas flutuantes
331710;1,00%;540;Manutenção e reparação de embarcações par a esporte e lazer
501140;1,00%;540;Transporte marítimo de cabotagem - Carga
501140;1,00%;540;Transporte marítimo de cabotagem - passag eiros
501220;1,00%;540;Transporte marítimo de longo curso - Carg a
501220;1,00%;540;Transporte marítimo de longo curso - Pass ageiros
502110;1,00%;540;Transporte por navegação interior de carg a, municipal, exceto travessia
502110;1,00%;540;Transporte por navegação interior de carg a, intermunicipal, interestadual e
502200;1,00%;540;Transporte por navegação interior de pass ageiros em linhas regulares,
502200;1,00%;540;Transporte por navegação interior de pass ageiros em linhas regulares,
503010;1,00%;540;Navegação de apoio marítimo
503010;1,00%;540;Navegação de apoio portuário
509120;2,00%;540;Transporte por navegação de travessia, mu nicipal
509120;2,00%;540;Transporte por navegação de travessia, in termunicipal
509980;2,00%;540;Transporte aquaviário para passeios turís ticos
509989;2,00%;540;Outros transportes aquaviários não especi ficados anteriormente
523110;1,00%;540;Administração da infra-estrutura portuári a
523110;1,00%;540;Operações de terminais
523200;1,00%;540;Atividades de agenciamento marítimo
523970;1,00%;540;Atividades auxiliares dos transportes aqu aviários não especificadas
742000;1,00%;540;Atividades de produção de fotografias sub marinas
749010;1,00%;540;Escafandria e mergulho
941200;2,00%;540;Atividades de organizações associativas p rofissionais (empregados
304150;1,00%;558;Fabricação de aeronaves
304230;1,00%;558;Fabricação de turbinas, motores e outros componentes e peças para
331630;1,00%;558;Manutenção e reparação de aeronaves, exce to a manutenção na pista
331630;1,00%;558;Manutenção de aeronaves na pista
461410;2,00%;558;Representantes comerciais e agentes do co mércio de aeronaves
511110;3,00%;558;Transporte aéreo de passageiros regular
511290;3,00%;558;Serviço de táxi aéreo e locação de aerona ves com tripulação
511299;3,00%;558;Outros serviços de transporte aéreo de pa ssageiros não-regular
512000;2,00%;558;Transporte aéreo de carga
513070;1,00%;558;Transporte espacial
524010;1,00%;558;Operação dos aeroportos e campos de aterr issagem
524019;1,00%;558;Atividades auxiliares dos transportes aér eos, exceto operação dos aeroportos
742000;1,00%;558;Atividades de produção de fotografias aér eas
771950;1,00%;558;Locação de aeronaves sem tripulação
325070;2,00%;566;Serviços de prótese dentária - Pessoa Fís ica
581150;1,00%;566;Edição de livros
581230;1,00%;566;Edição de jornais
581310;1,00%;566;Edição de revistas
581910;1,00%;566;Edição de cadastros, listas e outros prod utos gráficos
582980;1,00%;566;Edição de cadastros, listas e outros produtos g ráficos
591110;1,00%;566;Produção de filmes para publicidade
591119;1,00%;566;Atividades de produção cinematográfica, d e vídeos e de programas de
591200;1,00%;566;Serviços de dublagem
591200;1,00%;566;Serviços de mixagem sonora em produção au diovisual
591209;1,00%;566;Atividades de pós-produção cinematográfic a, de vídeos e de programas de
591380;1,00%;566;Distribuição cinematográfica, de vídeo e de programas de televisão
591460;1,00%;566;Atividades de exibição cinematográfica
592010;1,00%;566;Atividades de gravação de som e de edição  de música
601010;1,00%;566;Atividades de rádio
602170;3,00%;566;Atividades de televisão aberta
602250;3,00%;566;Programadoras
639170;1,00%;566;Agências de notícias
661180;1,00%;566;Bolsa de valores
661180;1,00%;566;Bolsa de mercadorias
661180;1,00%;566;Bolsa de mercadorias e futuros
661180;1,00%;566;Administração de mercados de balcão organ izados
662150;1,00%;566;Peritos e avaliadores de seguros  - Pesso a Física
662150;1,00%;566;Auditoria e consultoria atuarial - Pessoa  Física
682180;1,00%;566;Corretagem na compra e venda e avaliação de imóveis - Pessoa Física
682180;1,00%;566;Corretagem no aluguel de imóveis - Pessoa  Física
691170;1,00%;566;Serviços advocatícios - Pessoa Física
692060;1,00%;566;Atividades de contabilidade - Pessoa Físi ca
692060;1,00%;566;Atividades de consultoria e auditoria con tábil e tributária - Pessoa Física
702040;1,00%;566;Atividades de consultoria em gestão empre sarial, exceto consultoria técnica
711110;1,00%;566;Serviços de arquitetura - Pessoa Física
711970;1,00%;566;Serviços de cartografia, topografia e geo désia - Pessoa Física
711970;1,00%;566;Atividades de estudos geológicos - Pessoa  Física
711970;1,00%;566;Serviços de desenho técnico relacionados à arquitetura e engenharia -
711970;1,00%;566;Serviços de perícia técnica relacionados à segurança do trabalho - Pessoa
711979;1,00%;566;Atividades técnicas relacionadas à engenh aria e arquitetura não
712010;3,00%;566;Testes e análises técnicas - Pessoa Físic a
722070;1,00%;566;Pesquisa e desenvolvimento experimental e m ciências sociais e humanas -
731140;1,00%;566;Agências de publicidade
731220;1,00%;566;Agenciamento de espaços para publicidade,  exceto em veículos de
731900;1,00%;566;Criação de estandes para feiras e exposiç ões
731900;1,00%;566;Marketing direto
731909;1,00%;566;Outras atividades de publicidade não espe cificadas anteriormente
741020;1,00%;566;Design
741020;1,00%;566;Decoração de interiores
742000;1,00%;566;Atividades de produção de fotografias, ex ceto aérea e submarina
742000;1,00%;566;Laboratórios fotográficos
742000;1,00%;566;Filmagem de festas e eventos
749010;1,00%;566;Serviços de tradução, interpretação e sim ilares
749010;1,00%;566;Serviços de agronomia e de consultoria às  atividades agrícolas e pecuárias -
750010;1,00%;566;Atividades veterinárias - Pessoa Física
811250;3,00%;566;Condomínios prediais
851120;1,00%;566;Educação infantil - creche
851210;1,00%;566;Educação infantil - pré-escola
855030;1,00%;566;Administração de caixas escolares
855030;1,00%;566;Atividades de apoio à educação, exceto ca ixas escolares
863050;2,00%;566;Atividade médica ambulatorial restrita a consultas - Pessoa Física
863050;2,00%;566;Atividade odontológica com recursos para realização de procedimentos
863050;2,00%;566;Atividade odontológica sem recursos para realização de procedimentos
865000;1,00%;566;Atividades de enfermagem - Pessoa Física
865000;1,00%;566;Atividades de profissionais da nutrição -  Pessoa Física
865000;1,00%;566;Atividades de psicologia e psicanálise - Pessoa Física
865000;1,00%;566;Atividades de fisioterapia - Pessoa Físic a
865000;1,00%;566;Atividades de terapia ocupacional - Pesso a Física
865000;1,00%;566;Atividades de fonoaudiologia - Pessoa Fís ica
865000;1,00%;566;Atividades de terapia de nutrição enteral  e parenteral - Pessoa Física
871150;1,00%;566;Condomínios residenciais para idosos
872049;1,00%;566;Atividades de assistência psicossocial e à saúde a portadores de distúrbios
900190;3,00%;566;Produção teatral
900190;3,00%;566;Produção musical
900190;3,00%;566;Produção de espetáculos de dança
900190;3,00%;566;Produção de espetáculos circenses, de mar ionetes e similares
900190;3,00%;566;Produção de espetáculos de rodeios, vaque jadas e similares
900199;3,00%;566;Artes cênicas, espetáculos e atividades c omplementares não especificados
900270;3,00%;566;Atividades de artistas plásticos, jornali stas independentes e escritores
900270;3,00%;566;Restauração de obras de arte
910150;1,00%;566;Atividades de bibliotecas e arquivos
910230;1,00%;566;Atividades de museus e de exploração de l ugares e prédios históricos e
910310;1,00%;566;Atividades de jardins botânicos, zoológic os, parques nacionais, reservas
931230;1,00%;566;Clubes sociais, esportivos e similares (6 47-Futebol profissional)
931310;1,00%;566;Atividades de condicionamento físico
941110;1,00%;566;Atividades de organizações associativas p atronais e empresariais (523 Se
941200;1,00%;566;Atividades de organizações associativas p rofissionais (523 Se não vinculada
942010;3,00%;566;Atividades de organizações sindicais (523  Se não vinculada ao ex IAPC)
943080;1,00%;566;Atividades de associações de defesa de di reitos sociais
949360;1,00%;566;Atividades de organizações associativas l igadas à cultura e à arte
949950;1,00%;566;Atividades associativas não especificadas  anteriormente
851390;1,00%;574;Ensino fundamental
852010;1,00%;574;Ensino médio
853170;1,00%;574;Educação superior - graduação
853250;1,00%;574;Educação superior - graduação e pós-gradu ação
853330;1,00%;574;Educação superior - pós-graduação e exten são
854140;1,00%;574;Educação profissional de nível técnico
854220;1,00%;574;Educação profissional de nível tecnológic o
641070;1,00%;582;Banco Central
841160;2,00%;582;Administração pública em geral
841240;2,00%;582;Regulação das atividades de saúde, educaç ão, serviços culturais e outros
841320;2,00%;582;Regulação das atividades econômicas
842130;2,00%;582;Relações exteriores
842210;2,00%;582;Defesa
842300;2,00%;582;Justiça
842480;2,00%;582;Segurança e ordem pública
842560;2,00%;582;Defesa Civil
843020;2,00%;582;Seguridade social obrigatória
990080;1,00%;582;Organismos internacionais e outras instit uições extraterritoriais sem acordo
691250;1,00%;590;Cartórios
011130;2,00%;604;Cultivo de arroz
011130;2,00%;604;Cultivo de milho
011130;2,00%;604;Cultivo de trigo
011139;2,00%;604;Cultivo de outros cereais não especificad os anteriormente
011210;2,00%;604;Cultivo de algodão herbáceo
011210;2,00%;604;Cultivo de juta
011219;2,00%;604;Cultivo de outras fibras de lavoura tempo rária não especificadas
011300;2,00%;604;Cultivo de cana-de-açúcar
011480;2,00%;604;Cultivo de fumo
011560;2,00%;604;Cultivo de soja
011640;2,00%;604;Cultivo de amendoim
011640;2,00%;604;Cultivo de girassol
011640;2,00%;604;Cultivo de mamona
011649;2,00%;604;Cultivo de outras oleaginosas de lavoura temporária não especificadas
011990;2,00%;604;Cultivo de abacaxi
011990;2,00%;604;Cultivo de alho
011990;2,00%;604;Cultivo de batata-inglesa
011990;2,00%;604;Cultivo de cebola
011990;2,00%;604;Cultivo de feijão
011990;2,00%;604;Cultivo de mandioca
011990;2,00%;604;Cultivo de melão
011990;2,00%;604;Cultivo de melancia
011990;2,00%;604;Cultivo de tomate rasteiro
011999;2,00%;604;Cultivo de outras plantas de lavoura temp orária não especificadas
012110;1,00%;604;Horticultura, exceto morango
012110;1,00%;604;Cultivo de morango
012290;1,00%;604;Cultivo de flores e plantas ornamentais
013180;2,00%;604;Cultivo de laranja
013260;1,00%;604;Cultivo de uva
013340;1,00%;604;Cultivo de açaí
013340;1,00%;604;Cultivo de banana
013340;1,00%;604;Cultivo de caju
013340;1,00%;604;Cultivo de cítricos, exceto laranja
013340;1,00%;604;Cultivo de coco-da-baía
013340;1,00%;604;Cultivo de guaraná
013340;1,00%;604;Cultivo de maçã
013340;1,00%;604;Cultivo de mamão
013340;1,00%;604;Cultivo de maracujá
013341;1,00%;604;Cultivo de manga
013341;1,00%;604;Cultivo de pêssego
013349;1,00%;604;Cultivo de frutas de lavoura permanente n ão especificadas anteriormente
013420;1,00%;604;Cultivo de café
013510;1,00%;604;Cultivo de cacau
013930;1,00%;604;Cultivo de chá-da-índia
013930;1,00%;604;Cultivo de erva-mate
013930;1,00%;604;Cultivo de pimenta-do-reino
013930;1,00%;604;Cultivo de plantas para condimento, excet o pimenta-do-reino
013930;1,00%;604;Cultivo de dendê
013930;1,00%;604;Cultivo de seringueira
013939;1,00%;604;Cultivo de outras plantas de lavoura perm anente não especificadas
014150;2,00%;604;Produção de sementes certificadas, exceto  de forrageiras para pasto
014150;2,00%;604;Produção de sementes certificadas de forr ageiras para formação de pasto
014230;2,00%;604;Produção de mudas e outras formas de prop agação vegetal, certificadas
015120;1,00%;604;Criação de bovinos para corte
015120;1,00%;604;Criação de bovinos para leite
015120;1,00%;604;Criação de bovinos, exceto para corte e l eite
015210;1,00%;604;Criação de bufalinos
015210;1,00%;604;Criação de eqüinos
015210;1,00%;604;Criação de asininos e muares
015390;1,00%;604;Criação de caprinos
015390;1,00%;604;Criação de ovinos, inclusive para produçã o de lã
015470;1,00%;604;Criação de suínos
015550;1,00%;604;Criação de frangos para corte
015550;1,00%;604;Produção de pintos de um dia
015550;1,00%;604;Criação de outros galináceos, exceto para  corte
015550;1,00%;604;Criação de aves, exceto galináceos
015550;1,00%;604;Produção de ovos
015980;1,00%;604;Apicultura
015980;1,00%;604;Criação de animais de estimação
015980;1,00%;604;Criação de escargô
015980;1,00%;604;Criação de bicho-da-seda
015989;1,00%;604;Criação de outros animais não especificad os anteriormente
017090;1,00%;604;Caça e serviços relacionados
021010;2,00%;604;Cultivo de eucalipto
021010;2,00%;604;Cultivo de acácia-negra
021010;2,00%;604;Cultivo de pinus
021010;2,00%;604;Cultivo de teca
021010;2,00%;604;Cultivo de espécies madeireiras, exceto e ucalipto, acácia-negra, pinus e teca
021010;2,00%;604;Cultivo de mudas em viveiros florestais
021010;2,00%;604;Produção de casca de acácia-negra - flore stas plantadas
021019;2,00%;604;Produção de produtos não-madeireiros não especificados anteriormente em
022090;3,00%;604;Coleta de castanha-do-pará em florestas n ativas
022090;3,00%;604;Coleta de látex em florestas nativas
022090;3,00%;604;Coleta de palmito em florestas nativas
022090;3,00%;604;Conservação de florestas nativas
022099;3,00%;604;Coleta de produtos não-madeireiros não es pecificados anteriormente em
031160;2,00%;604;Pesca de crustáceos e moluscos em água sa lgada
031160;2,00%;604;Coleta de outros produtos marinhos
031240;2,00%;604;Pesca de peixes em água doce
031240;2,00%;604;Pesca de crustáceos e moluscos em água do ce
031240;2,00%;604;Coleta de outros produtos aquáticos de ág ua doce
032130;2,00%;604;Criação de peixes em água salgada e salob ra
032130;2,00%;604;Criação de camarões em água salgada e sal obra
032130;2,00%;604;Criação de ostras e mexilhões em água sal gada e salobra
032130;2,00%;604;Criação de peixes ornamentais em água sal gada e salobra
032139;2,00%;604;Cultivos e semicultivos da aqüicultura em  água salgada e salobra não
032210;2,00%;604;Criação de peixes em água doce
032210;2,00%;604;Criação de camarões em água doce
032210;2,00%;604;Criação de ostras e mexilhões em água doc e
032210;2,00%;604;Criação de peixes ornamentais em água doc e
032210;2,00%;604;Ranicultura
032210;2,00%;604;Criação de jacaré
032219;2,00%;604;Cultivos e semicultivos da aqüicultura em  água doce não especificados
360060;2,00%;612;Distribuição de água por caminhões
468180;1,00%;612;Pessoal de Tranporte no Com. Atac. de álc ool carburante, biodiesel,
468180;1,00%;612;Pessoal de Tranporte no Comércio atacadis ta de combustíveis realizado por
468180;1,00%;612;Pessoal de Tranporte no Comércio atacadis ta de combustíveis de origem
468180;1,00%;612;Pessoal de Tranporte no Comércio atacadis ta de combustíveis de origem
468180;1,00%;612;Pessoal de Tranporte no Comércio atacadis ta de lubrificantes
468260;1,00%;612;Pessoal de Tranporte no Comércio atacadis ta de gás liqüefeito de petróleo
492130;3,00%;612;Transporte rodoviário coletivo de passage iros, com itinerário fixo,
492130;3,00%;612;Transporte rodoviário coletivo de passage iros, com itinerário fixo,
492210;3,00%;612;Transporte rodoviário coletivo de passage iros, com itinerário fixo,
492210;3,00%;612;Transporte rodoviário coletivo de passage iros, com itinerário fixo,
492210;3,00%;612;Transporte rodoviário coletivo de passage iros, com itinerário fixo,
492300;3,00%;612;Serviço de táxi
492300;3,00%;612;Serviço de transporte de passageiros - lo cação de automóveis com motorista
492480;3,00%;612;Transporte escolar
492990;3,00%;612;Transporte rodoviário coletivo de passage iros, sob regime de fretamento,
492990;3,00%;612;Transporte rodoviário coletivo de passage iros, sob regime de fretamento,
492990;3,00%;612;Organização de excursões em veículos rodo viários próprios, municipal
492990;3,00%;612;Organização de excursões em veículos rodo viários próprios, intermunicipal,
492999;3,00%;612;Outros transportes rodoviários de passage iros não especificados
493020;3,00%;612;Transporte rodoviário de carga, exceto pr odutos perigosos e mudanças,
493020;3,00%;612;Transporte rodoviário de carga, exceto pr odutos perigosos e mudanças,
493020;3,00%;612;Transporte rodoviário de produtos perigos os
493020;3,00%;612;Transporte rodoviário de mudanças
521250;2,00%;612;Carga e descarga
522900;1,00%;612;Serviços de reboque de veículos
532020;3,00%;612;Serviços de malote não realizados pelo Co rreio Nacional
532020;3,00%;612;Serviços de entrega rápida
771100;1,00%;612;Locação de automóveis sem condutor
801290;3,00%;612;Atividades de transporte de valores
862240;2,00%;612;Serviços de remoção de pacientes, exceto os serviços móveis de
931230;1,00%;647;Clubes sociais, esportivos e similares (5 66-Sem Futebol profissional)
782050;2,00%;655;Locação de mão-de-obra temporária
941200;2,00%;680;Atividades de organizações associativas p rofissionais (remuneração do
642120;3,00%;736;Bancos comerciais
642210;3,00%;736;Bancos múltiplos, com carteira comercial
642390;3,00%;736;Caixas econômicas
642470;1,00%;736;Bancos cooperativos
643100;3,00%;736;Bancos múltiplos, sem carteira comercial
643280;1,00%;736;Bancos de investimento
643360;1,00%;736;Bancos de desenvolvimento
643520;1,00%;736;Sociedades de crédito imobiliário
643520;1,00%;736;Associações de poupança e empréstimo
643520;1,00%;736;Companhias hipotecárias
643610;1,00%;736;Sociedades de crédito, financiamento e in vestimento - financeiras
643790;1,00%;736;Sociedades de crédito ao microempreendedo r
644090;1,00%;736;Arrendamento mercantil
645060;1,00%;736;Sociedades de capitalização
647010;1,00%;736;Fundos de investimento, exceto previdenci ários e imobiliários
647010;1,00%;736;Fundos de investimento previdenciários
647010;1,00%;736;Fundos de investimento imobiliários
649210;1,00%;736;Securitização de créditos
649990;1,00%;736;Clubes de investimento
649990;1,00%;736;Sociedades de investimento
649990;1,00%;736;Fundo garantidor de crédito
649990;1,00%;736;Caixas de financiamento de corporações
649990;1,00%;736;Concessão de crédito pelas OSCIP
649999;1,00%;736;Outras atividades de serviços financeiros  não especificadas anteriormente
651110;1,00%;736;Seguros de vida
651110;1,00%;736;Planos de auxílio-funeral
651200;1,00%;736;Seguros não-vida
652010;2,00%;736;Seguros-saúde
653080;1,00%;736;Resseguros
654130;1,00%;736;Previdência complementar fechada
654210;1,00%;736;Previdência complementar aberta
655020;2,00%;736;Planos de saúde
661260;1,00%;736;Corretoras de títulos e valores mobiliári os
661260;1,00%;736;Distribuidoras de títulos e valores mobil iários
661260;1,00%;736;Corretoras de câmbio
661260;1,00%;736;Corretoras de contratos de mercadorias
661260;1,00%;736;Agentes de investimentos em aplicações fi nanceiras
661930;1,00%;736;Serviços de liquidação e custódia
661930;1,00%;736;Correspondentes de instituições financeir as
661930;1,00%;736;Caixas eletrônicos
662230;1,00%;736;Corretores e agentes de seguros, de plano s de previdência complementar e
662910;1,00%;736;Atividades auxiliares dos seguros, da pre vidência complementar e dos
016100;1,00%;787;Serviço de pulverização e controle de pra gas agrícolas
016100;1,00%;787;Serviço de poda de árvores para lavouras
016100;1,00%;787;Serviço de preparação de terreno, cultivo  e colheita
016109;1,00%;787;Atividades de apoio à agricultura não esp ecificadas anteriormente
016280;1,00%;787;Serviço de inseminação artificial em anim ais
016280;1,00%;787;Serviço de tosquiamento de ovinos
016280;1,00%;787;Serviço de manejo de animais
016289;1,00%;787;Atividades de apoio à pecuária não especi ficadas anteriormente
016360;1,00%;787;Atividades de pós-colheita
023060;2,00%;787;Atividades de apoio à produção florestal
031160;2,00%;787;Atividades de apoio à pesca em água salga da
031240;2,00%;787;Atividades de apoio à pesca em água doce
032130;2,00%;787;Atividades de apoio à aqüicultura em água  salgada e salobra
032210;2,00%;787;Atividades de apoio à aqüicultura em água  doce
103170;2,00%;833;Fabricação de conservas de frutas - agroi ndústria
103250;2,00%;833;Fabricação de conservas de palmito - agro indústria
103259;2,00%;833;Fabricação de conservas de legumes e outr os vegetais, exceto palmito -
103330;2,00%;833;Fabricação de sucos concentrados de fruta s, hortaliças e legumes -
103330;2,00%;833;Fabricação de sucos de frutas, hortaliças  e legumes, exceto concentrados -
104140;2,00%;833;Fabricação de óleos vegetais em bruto, ex ceto óleo de milho - agroindústria
104220;2,00%;833;Fabricação de óleos vegetais refinados, e xceto óleo de milho - agroindústria
104310;2,00%;833;Fabricação de margarina e outras gorduras  vegetais e de óleos não-
106190;2,00%;833;Fabricação de produtos do arroz - agroind ústria
109370;2,00%;833;Fabricação de produtos derivados do cacau  e de chocolates -agroindústria
109370;2,00%;833;Fabricação de frutas cristalizadas, balas  e semelhantes - agroindústria
109960;2,00%;833;Fabricação de vinagres - agroindústria
111190;2,00%;833;Fabricação de aguardente de cana-de-açúca r - agroindústria
112249;2,00%;833;Fabricação de outras bebidas não- alcoólicas não especificadas anteriormente
121070;3,00%;833;Processamento industrial do fumo - agroin dústria
122040;3,00%;833;Fabricação de cigarros - agroindústria
122040;3,00%;833;Fabricação de cigarrilhas e charutos - ag roindústria
122040;3,00%;833;Fabricação de filtros para cigarros - agr oindústria
132190;2,00%;833;Tecelagem de fios de algodão - agroindúst ria
132270;2,00%;833;Tecelagem de fios de fibras têxteis natur ais - agroindústria
193140;2,00%;833;Fabricação de álcool - agroindústria
193220;2,00%;833;Fabricação de biocombustíveis, exceto álc ool - agroindústria
212110;2,00%;833;Fabricação de medicamentos fitoterápicos para uso humano - agroindústria
970050;0,00%;868;Serviços domésticos
990080;1,00%;876;Organismos internacionais e outras instit uições extraterritoriais com acordo
106270;2,00%;507;Fabricação de derivados do trigo - indústria
106350;2,00%;507;Fabricação de farinha de mandioca e derivados -  indústria
106430;2,00%;507;Fabricação de farinha de milho e derivados - in dústria
106510;2,00%;507;Fabricação de amidos e féculas de vegetais - in dústria
106510;2,00%;507;Fabricação de óleo de milho (bruto) - indústria
106510;2,00%;507;Fabricação de óleo de milho refinado - indústri a
106940;2,00%;507;Moagem e fabricação de outros produtos de orige m vegetal - indústria
107160;3,00%;507;Fabricação de açúcar - indústria
107240;3,00%;507;Fabricação de açúcar de cereais (dextrose) e de  beterraba - indústria
108130;2,00%;507;Torrefação e moagem de café - indústria
108210;2,00%;507;Fabricação de produtos a base de café
109960;2,00%;507;Fabricação de vinagres - indústria
109960;2,00%;507;Fabricação de produtos para infusão (chá, mate,  etc.)
111270;2,00%;507;Fabricação de vinho - indústria
