CNAE;RAT;FPAS;Descrição da atividade
370110;3,00%;507;Gestão de redes de esgoto
382110;3,00%;507;Tratamento e disposição de resíduos não-p erigosos
382200;3,00%;507;Tratamento e disposição de resíduos perig osos
383190;3,00%;507;Recuperação de sucatas de alumínio
383199;3,00%;507;Recuperação de materiais metálicos, excet o alumínio
383270;3,00%;507;Recuperação de materiais plásticos
383940;3,00%;507;Usinas de compostagem
383949;3,00%;507;Recuperação de materiais não especificado s anteriormente
390050;3,00%;507;Descontaminação e outros serviços de gest ão de resíduos
412040;3,00%;507;Construção de edifícios
421110;2,00%;507;Construção de rodovias e ferrovias
421110;2,00%;507;Pintura para sinalização em pistas rodovi árias e aeroportos
421200;2,00%;507;Construção de obras-de-arte especiais
421380;2,00%;507;Obras de urbanização - ruas, praças e cal çadas
422190;3,00%;507;Construção de barragens e represas para g eração de energia elétrica
422190;3,00%;507;Construção de estações e redes de distrib uição de energia elétrica
422190;3,00%;507;Manutenção de redes de distribuição de en ergia elétrica
422190;3,00%;507;Construção de estações e redes de telecom unicações
422190;3,00%;507;Manutenção de estações e redes de telecom unicações
422270;3,00%;507;Construção de redes de abastecimento de á gua, coleta de esgoto e
422270;3,00%;507;Obras de irrigação
422350;3,00%;507;Construção de redes de transportes por du tos, exceto para água e esgoto
429100;3,00%;507;Obras portuárias, marítimas e fluviais
429280;3,00%;507;Montagem de estruturas metálicas
429280;3,00%;507;Obras de montagem industrial
429950;3,00%;507;Construção de instalações esportivas e re creativas
429959;3,00%;507;Outras obras de engenharia civil não espe cificadas anteriormente
431180;2,00%;507;Demolição de edifícios e outras estrutura s
431180;2,00%;507;Preparação de canteiro e limpeza de terre no
431260;2,00%;507;Perfurações e sondagens
431340;2,00%;507;Obras de terraplenagem
431930;2,00%;507;Serviços de preparação do terreno não esp ecificados anteriormente
432150;2,00%;507;Instalação e manutenção elétrica
432230;2,00%;507;Instalações hidráulicas, sanitárias e de gás
432230;2,00%;507;Instalação e manutenção de sistemas centr ais de ar condicionado, de
432230;2,00%;507;Instalações de sistema de prevenção contr a incêndio
432910;2,00%;507;Instalação de painéis publicitários
432910;2,00%;507;Instalação de equipamentos para orientaçã o à navegação marítima, fluvial e
432910;2,00%;507;Instalação, manutenção e reparação de ele vadores, escadas e esteiras
432910;2,00%;507;Montagem e instalação de sistemas e equip amentos de iluminação e
432910;2,00%;507;Tratamentos térmicos, acústicos ou de vib ração
432919;2,00%;507;Outras obras de instalações em construçõe s não especificadas anteriormente
433040;2,00%;507;Impermeabilização em obras de engenharia civil
433040;2,00%;507;Instalação de portas, janelas, tetos, div isórias e armários embutidos de
433040;2,00%;507;Obras de acabamento em gesso e estuque
433040;2,00%;507;Serviços de pintura de edifícios em geral
433040;2,00%;507;Aplicação de revestimentos e de resinas e m interiores e exteriores
433049;2,00%;507;Outras obras de acabamento da construção
439160;3,00%;507;Obras de fundações
439910;3,00%;507;Administração de obras
439910;3,00%;507;Montagem e desmontagem de andaimes e outr as estruturas temporárias
439910;3,00%;507;Obras de alvenaria
439910;3,00%;507;Serviços de operação e fornecimento de eq uipamentos para transporte e
439910;3,00%;507;Perfuração e construção de poços de água
439919;3,00%;507;Serviços especializados para construção n ão especificados anteriormente
452000;2,00%;507;Serviços de manutenção e reparação mecâni ca de veículos automotores
452000;2,00%;507;Serviços de lanternagem ou funilaria e pi ntura de veículos automotores
452000;2,00%;507;Serviços de manutenção e reparação elétri ca de veículos automotores
452000;2,00%;507;Serviços de alinhamento e balanceamento d e veículos automotores
452000;2,00%;507;Serviços de borracharia para veículos aut omotores
452000;2,00%;507;Serviços de instalação, manutenção e repa ração de acessórios para veículos
454390;2,00%;507;Manutenção e reparação de motocicletas e motonetas
472110;1,00%;507;Padaria e confeitaria com predominância d e produção própria
491160;1,00%;507;Transporte ferroviário de carga
491240;1,00%;507;Transporte ferroviário de passageiros int ermunicipal e interestadual
491240;1,00%;507;Transporte ferroviário de passageiros mun icipal e em região metropolitana
491240;1,00%;507;Transporte metroviário
494000;1,00%;507;Transporte dutoviário
495070;1,00%;507;Trens turísticos, teleféricos e similares
522140;1,00%;507;Concessionárias de rodovias, pontes, túne is e serviços relacionados
531050;3,00%;507;Atividades do Correio Nacional
531050;3,00%;507;Atividades de franqueadas e permissionári as do Correio Nacional
562010;1,00%;507;Fornecimento de alimentos preparados prep onderantemente para empresas
591110;1,00%;507;Estúdios cinematográficos - Ind. Cinemato gráficas, inclusive laboratórios
611080;2,00%;507;Serviços de telefonia fixa comutada - STF C
611080;2,00%;507;Serviços de redes de transporte de teleco municações - SRTT
611080;2,00%;507;Serviços de comunicação multimídia - SCM
611089;2,00%;507;Serviços de telecomunicações por fio não especificados anteriormente
612050;2,00%;507;Telefonia móvel celular
612050;2,00%;507;Serviço móvel especializado - SME
612059;2,00%;507;Serviços de telecomunicações sem fio não especificados anteriormente
613020;2,00%;507;Telecomunicações por satélite
619060;2,00%;507;Provedores de acesso às redes de comunica ções
619060;2,00%;507;Provedores de voz sobre protocolo interne t - VOIP
619069;2,00%;507;Outras atividades de telecomunicações não  especificadas anteriormente
620230;1,00%;507;Desenvolvimento e licenciamento de progra mas de computador
620310;1,00%;507;Desenvolvimento e licenciamento de progra mas de computador não-
711200;1,00%;507;Serviços de engenharia, inclusive engenha ria consultiva (art. 577 Dec.Lei
910230;1,00%;507;Restauração e conservação de lugares e pr édios históricos
325070;2,00%;515;Serviços de prótese dentária - Pessoa Jur ídica
352040;1,00%;515;Distribuição de combustíveis gasosos por redes urbanas
370290;3,00%;515;Atividades relacionadas a esgoto, exceto a gestão de redes
381140;3,00%;515;Coleta de resíduos não-perigosos
381220;3,00%;515;Coleta de resíduos perigosos
411070;2,00%;515;Incorporação de empreendimentos imobiliár ios
451110;2,00%;515;Comércio a varejo de automóveis, camionet as e utilitários novos
451110;2,00%;515;Comércio a varejo de automóveis, camionet as e utilitários usados
451110;2,00%;515;Comércio por atacado de automóveis, camio netas e utilitários novos e
451110;2,00%;515;Comércio por atacado de caminhões novos e  usados
451110;2,00%;515;Comércio por atacado de reboques e semi-r eboques novos e usados
451110;2,00%;515;Comércio por atacado de ônibus e microôni bus novos e usados
451290;2,00%;515;Representantes comerciais e agentes do co mércio de veículos automotores
451290;2,00%;515;Comércio sob consignação de veículos auto motores
452000;2,00%;515;Serviços de lavagem, lubrificação e polim ento de veículos automotores
453070;2,00%;515;Comércio por atacado de peças e acessório s novos para veículos
453070;2,00%;515;Comércio por atacado de pneumáticos e câm aras-de-ar
453070;2,00%;515;Comércio a varejo de peças e acessórios n ovos para veículos automotores
453070;2,00%;515;Comércio a varejo de peças e acessórios u sados para veículos automotores
453070;2,00%;515;Comércio a varejo de pneumáticos e câmara s-de-ar
453070;2,00%;515;Representantes comerciais e agentes do co mércio de peças e acessórios
454120;2,00%;515;Comércio por atacado de motocicletas e mo tonetas
454120;2,00%;515;Comércio por atacado de peças e acessório s para motocicletas e motonetas
454120;2,00%;515;Comércio a varejo de motocicletas e moton etas novas
454120;2,00%;515;Comércio a varejo de motocicletas e moton etas usadas
454120;2,00%;515;Comércio a varejo de peças e acessórios p ara motocicletas e motonetas
454210;2,00%;515;Representantes comerciais e agentes do co mércio de motocicletas e
454210;2,00%;515;Comércio sob consignação de motocicletas e motonetas
461170;2,00%;515;Representantes comerciais e agentes do co mércio de matérias-primas
461250;2,00%;515;Representantes comerciais e agentes do co mércio de combustíveis,
461330;2,00%;515;Representantes comerciais e agentes do co mércio de madeira, material de
461410;2,00%;515;Representantes comerciais e agentes do co mércio de máquinas,
461500;2,00%;515;Representantes comerciais e agentes do co mércio de eletrodomésticos,
461680;2,00%;515;Representantes comerciais e agentes do co mércio de têxteis, vestuário,
461760;2,00%;515;Representantes comerciais e agentes do co mércio de produtos alimentícios,
461840;2,00%;515;Representantes comerciais e agentes do co mércio de medicamentos,
461840;2,00%;515;Representantes comerciais e agentes do co mércio de instrumentos e
461840;2,00%;515;Representantes comerciais e agentes do co mércio de jornais, revistas e
461849;2,00%;515;Outros representantes comerciais e agente s do comércio especializado em
461920;2,00%;515;Representantes comerciais e agentes do co mércio de mercadorias em geral
462140;2,00%;515;Comércio atacadista de café em grão
462220;2,00%;515;Comércio atacadista de soja
462310;2,00%;515;Comércio atacadista de animais vivos
462310;2,00%;515;Comércio atacadista de couros, lãs, peles  e outros subprodutos não-
462310;2,00%;515;Comércio atacadista de algodão
462310;2,00%;515;Comércio atacadista de fumo em folha não beneficiado
462310;2,00%;515;Comércio atacadista de cacau
462310;2,00%;515;Comércio atacadista de sementes, flores, plantas e gramas
462310;2,00%;515;Comércio atacadista de sisal
462310;2,00%;515;Comércio atacadista de matérias-primas ag rícolas com atividade de
462310;2,00%;515;Comércio atacadista de alimentos para ani mais
462319;2,00%;515;Comércio atacadista de matérias-primas ag rícolas não especificadas
463110;2,00%;515;Comércio atacadista de leite e laticínios
463200;2,00%;515;Comércio atacadista de cereais e legumino sas beneficiados
463200;2,00%;515;Comércio atacadista de farinhas, amidos e  féculas
463200;2,00%;515;Comércio atacadista de cereais e legumino sas beneficiados, farinhas,
463380;2,00%;515;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e
463380;2,00%;515;Comércio atacadista de aves vivas e ovos
463380;2,00%;515;Comércio atacadista de coelhos e outros p equenos animais vivos para
463460;1,00%;515;Comércio atacadista de carnes bovinas e s uínas e derivados
463460;1,00%;515;Comércio atacadista de aves abatidas e de rivados
463460;1,00%;515;Comércio atacadista de pescados e frutos do mar
463469;1,00%;515;Comércio atacadista de carnes e derivados  de outros animais
463540;1,00%;515;Comércio atacadista de água mineral
463540;1,00%;515;Comércio atacadista de cerveja, chope e r efrigerante
463540;1,00%;515;Comércio atacadista de bebidas com ativid ade de fracionamento e
463549;1,00%;515;Comércio atacadista de bebidas não especi ficadas anteriormente
463620;1,00%;515;Comércio atacadista de fumo beneficiado
463620;1,00%;515;Comércio atacadista de cigarros, cigarril has e charutos
463710;1,00%;515;Comércio atacadista de café torrado, moíd o e solúvel
463710;1,00%;515;Comércio atacadista de açúcar
463710;1,00%;515;Comércio atacadista de óleos e gorduras
463710;1,00%;515;Comércio atacadista de pães, bolos, bisco itos e similares
463710;1,00%;515;Comércio atacadista de massas alimentícia s
463710;1,00%;515;Comércio atacadista de sorvetes
463710;1,00%;515;Comércio atacadista de chocolates, confei tos, balas, bombons e semelhantes
463719;1,00%;515;Comércio atacadista especializado em outr os produtos alimentícios não
463970;1,00%;515;Comércio atacadista de produtos alimentíc ios em geral
463970;1,00%;515;Comércio atacadista de produtos alimentíc ios em geral, com atividade de
464190;1,00%;515;Comércio atacadista de tecidos
464190;1,00%;515;Comércio atacadista de artigos de cama, m esa e banho
464190;1,00%;515;Comércio atacadista de artigos de armarin ho
464270;1,00%;515;Comércio atacadista de artigos do vestuár io e acessórios, exceto
464270;1,00%;515;Comércio atacadista de roupas e acessório s para uso profissional e de
464350;1,00%;515;Comércio atacadista de calçados
464350;1,00%;515;Comércio atacadista de bolsas, malas e ar tigos de viagem
464430;1,00%;515;Comércio atacadista de medicamentos e dro gas de uso humano
464430;1,00%;515;Comércio atacadista de medicamentos e dro gas de uso veterinário
464510;1,00%;515;Comércio atacadista de instrumentos e mat eriais para uso médico, cirúrgico,
464510;1,00%;515;Comércio atacadista de próteses e artigos  de ortopedia
464510;1,00%;515;Comércio atacadista de produtos odontológ icos
464600;1,00%;515;Comércio atacadista de cosméticos e produ tos de perfumaria
464600;1,00%;515;Comércio atacadista de produtos de higien e pessoal
464780;1,00%;515;Comércio atacadista de artigos de escritó rio e de papelaria
464780;1,00%;515;Comércio atacadista de livros, jornais e outras publicações
464940;1,00%;515;Comércio atacadista de equipamentos elétr icos de uso pessoal e doméstico
464940;1,00%;515;Comércio atacadista de aparelhos eletrôni cos de uso pessoal e doméstico
464940;1,00%;515;Comércio atacadista de bicicletas, tricic los e outros veículos recreativos
464940;1,00%;515;Comércio atacadista de móveis e artigos d e colchoaria
464940;1,00%;515;"Comércio atacadista de artigos de tapeçar ia; persianas e cortinas"
464940;1,00%;515;Comércio atacadista de lustres, luminária s e abajures
464940;1,00%;515;Comércio atacadista de filmes, CDs, DVDs,  fitas e discos
464940;1,00%;515;Comércio atacadista de produtos de higien e, limpeza e conservação
464940;1,00%;515;Comércio atacadista de produtos de higien e, limpeza e conservação
464941;1,00%;515;Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras
464949;1,00%;515;Comércio atacadista de outros equipamento s e artigos de uso pessoal e
465160;1,00%;515;Comércio atacadista de equipamentos de in formática
465160;1,00%;515;Comércio atacadista de suprimentos para i nformática
465240;1,00%;515;Comércio atacadista de componentes eletrô nicos e equipamentos de
466130;1,00%;515;Comércio atacadista de máquinas, aparelho s e equipamentos para uso
466210;1,00%;515;Comércio atacadista de máquinas, equipame ntos para terraplenagem,
466300;1,00%;515;"Comércio atacadista de máquinas e equipam entos para uso industrial; partes"
466480;1,00%;515;Comércio atacadista de máquinas, aparelho s e equipamentos para uso
466560;1,00%;515;"Comércio atacadista de máquinas e equipam entos para uso comercial; partes"
466990;1,00%;515;"Comércio atacadista de bombas e compresso res; partes e peças"
466999;1,00%;515;Comércio atacadista de outras máquinas e equipamentos não especificados
467110;1,00%;515;Comércio atacadista de madeira e produtos  derivados
467290;1,00%;515;Comércio atacadista de ferragens e ferram entas
467370;1,00%;515;Comércio atacadista de material elétrico
467450;1,00%;515;Comércio atacadista de cimento
467960;1,00%;515;Comércio atacadista de tintas, vernizes e  similares
467960;1,00%;515;Comércio atacadista de mármores e granito s
467960;1,00%;515;Comércio atacadista de vidros, espelhos e  vitrais
467960;1,00%;515;Comércio atacadista especializado de mate riais de construção não
467969;1,00%;515;Comércio atacadista de materiais de const rução em geral
468180;1,00%;515;Comércio atac de álcool carburante, biodi esel, gasolina e demais derivados
468180;1,00%;515;Comércio atacadista de combustíveis reali zado por transportador retalhista
468180;1,00%;515;Comércio atacadista de combustíveis de or igem vegetal, exceto álcool
468180;1,00%;515;Comércio atacadista de combustíveis de or igem mineral em bruto exceto
468180;1,00%;515;Comércio atacadista de lubrificantes exce to pessoal de transporte
468260;1,00%;515;Comércio atacadista de gás liqüefeito de petróleo (GLP) exceto pessoal de
468340;1,00%;515;Comércio atacadista de defensivos agrícol as, adubos, fertilizantes e
468420;1,00%;515;Comércio atacadista de resinas e elastôme ros
468420;1,00%;515;Comércio atacadista de solventes
468429;1,00%;515;Comércio atacadista de outros produtos qu ímicos e petroquímicos não
468510;1,00%;515;Comércio atacadista de produtos siderúrgi cos e metalúrgicos, exceto para
468690;1,00%;515;Comércio atacadista de papel e papelão em  bruto
468690;1,00%;515;Comércio atacadista de embalagens
468770;1,00%;515;Comércio atacadista de resíduos de papel e papelão
468770;1,00%;515;Comércio atacadista de resíduos e sucatas  não-metálicos, exceto de papel e
468770;1,00%;515;Comércio atacadista de resíduos e sucatas  metálicos
468930;1,00%;515;Comércio atacadista de produtos da extraç ão mineral, exceto combustíveis
468930;1,00%;515;Comércio atacadista de fios e fibras têxt eis beneficiados
468939;1,00%;515;Comércio atacadista especializado em outr os produtos intermediários não
469150;1,00%;515;Comércio atacadista de mercadorias em ger al, com predominância de
469230;1,00%;515;Comércio atacadista de mercadorias em ger al, com predominância de
469310;1,00%;515;Comércio atacadista de mercadorias em ger al, sem predominância de
471130;2,00%;515;Comércio varejista de mercadorias em gera l, com predominância de
471130;2,00%;515;Comércio varejista de mercadorias em gera l, com predominância de
471210;1,00%;515;Comércio varejista de mercadorias em gera l, com predominância de
471300;1,00%;515;Lojas de departamentos ou magazines
471300;1,00%;515;Lojas de variedades, exceto lojas de depa rtamentos ou magazines
471300;1,00%;515;Lojas duty free de aeroportos internacion ais
472110;1,00%;515;Padaria e confeitaria com predominância d e revenda
472110;1,00%;515;Comércio varejista de laticínios e frios
472110;1,00%;515;Comércio varejista de doces, balas, bombo ns e semelhantes
472290;1,00%;515;Comércio varejista de carnes - açougues
472290;1,00%;515;Peixaria
472370;1,00%;515;Comércio varejista de bebidas
472450;1,00%;515;Comércio varejista de hortifrutigranjeiro s
472960;1,00%;515;Tabacaria
472969;1,00%;515;Comércio varejista de produtos alimentíci os em geral ou especializado em
473180;1,00%;515;Comércio varejista de combustíveis para v eículos automotores
473260;1,00%;515;Comércio varejista de lubrificantes
474150;1,00%;515;Comércio varejista de tintas e materiais para pintura
474230;1,00%;515;Comércio varejista de material elétrico
474310;1,00%;515;Comércio varejista de vidros
474400;1,00%;515;Comércio varejista de ferragens e ferrame ntas
474400;1,00%;515;Comércio varejista de madeira e artefatos
474400;1,00%;515;Comércio varejista de materiais hidráulic os
474400;1,00%;515;Comércio varejista de cal, areia, pedra b ritada, tijolos e telhas
474400;1,00%;515;Comércio varejista de materiais de constr ução não especificados
474409;1,00%;515;Comércio varejista de materiais de constr ução em geral
475120;1,00%;515;Comércio varejista especializado de equip amentos e suprimentos de
475210;1,00%;515;Comércio varejista especializado de equip amentos de telefonia e
475390;1,00%;515;Comércio varejista especializado de eletr odomésticos e equipamentos de
475470;1,00%;515;Comércio varejista de móveis
475470;1,00%;515;Comércio varejista de artigos de colchoar ia
475470;1,00%;515;Comércio varejista de artigos de iluminaç ão
475550;1,00%;515;Comércio varejista de tecidos
475550;1,00%;515;Comercio varejista de artigos de armarinh o
475550;1,00%;515;Comercio varejista de artigos de cama, me sa e banho
475630;1,00%;515;Comércio varejista especializado de instr umentos musicais e acessórios
475710;1,00%;515;Comércio varejista especializado de peças  e acessórios para aparelhos
475980;1,00%;515;Comércio varejista de artigos de tapeçari a, cortinas e persianas
475989;1,00%;515;Comércio varejista de outros artigos de u so doméstico não especificados
476100;1,00%;515;Comércio varejista de livros
476100;1,00%;515;Comércio varejista de jornais e revistas
476100;1,00%;515;Comércio varejista de artigos de papelari a
476280;1,00%;515;Comércio varejista de discos, CDs, DVDs e  fitas
476360;1,00%;515;Comércio varejista de brinquedos e artigo s recreativos
476360;1,00%;515;Comércio varejista de artigos esportivos
476360;1,00%;515;"Comércio varejista de bicicletas e tricic los; peças e acessórios"
476360;1,00%;515;Comércio varejista de artigos de caça, pe sca e camping
476360;1,00%;515;"Comércio varejista de embarcações e outro s veículos recreativos; peças e"
477170;1,00%;515;Comércio varejista de produtos farmacêuti cos, sem manipulação de
477170;1,00%;515;Comércio varejista de produtos farmacêuti cos, com manipulação de
477170;1,00%;515;Comércio varejista de produtos farmacêuti cos homeopáticos
477170;1,00%;515;Comércio varejista de medicamentos veteri nários
477250;1,00%;515;Comércio varejista de cosméticos, produto s de perfumaria e de higiene
477330;1,00%;515;Comércio varejista de artigos médicos e o rtopédicos
477410;1,00%;515;Comércio varejista de artigos de óptica
478140;1,00%;515;Comércio varejista de artigos do vestuári o e acessórios
478220;1,00%;515;Comércio varejista de calçados
478220;1,00%;515;Comércio varejista de artigos de viagem
478310;1,00%;515;Comércio varejista de artigos de joalheri a
478310;1,00%;515;Comércio varejista de artigos de relojoar ia
478490;1,00%;515;Comércio varejista de gás liqüefeito de p etróleo (GLP)
478570;1,00%;515;Comércio varejista de antigüidades
478579;1,00%;515;Comércio varejista de outros artigos usad os
478900;1,00%;515;Comércio varejista de suvenires, bijuteri as e artesanatos
478900;1,00%;515;Comércio varejista de plantas e flores na turais
478900;1,00%;515;Comércio varejista de objetos de arte
478900;1,00%;515;Comércio varejista de animais vivos e de artigos e alimentos para animais
478900;1,00%;515;Comércio varejista de produtos saneantes domissanitários
478900;1,00%;515;Comércio varejista de fogos de artifício e artigos pirotécnicos
478900;1,00%;515;Comércio varejista de equipamentos para e scritório
478900;1,00%;515;Comércio varejista de artigos fotográfico s e para filmagem
478900;1,00%;515;Comércio varejista de armas e munições
478909;1,00%;515;Comércio varejista de outros produtos não  especificados anteriormente
521170;2,00%;515;Armazéns gerais - emissão de warrant
521170;2,00%;515;Guarda-móveis
521179;2,00%;515;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-
522220;1,00%;515;Terminais rodoviários e ferroviários
522310;1,00%;515;Estacionamento de veículos
522900;1,00%;515;Serviços de apoio ao transporte por táxi,  inclusive centrais de chamada
522909;1,00%;515;Outras atividades auxiliares dos transpor tes terrestres não especificadas
525080;1,00%;515;Comissaria de despachos
525080;1,00%;515;Atividades de despachantes aduaneiros
525080;1,00%;515;Agenciamento de cargas, exceto para o tra nsporte marítimo
525080;1,00%;515;Organização logística do transporte de ca rga
525080;1,00%;515;Operador de transporte multimodal - OTM
551080;1,00%;515;Hotéis
551080;1,00%;515;Apart-hotéis
551080;1,00%;515;Motéis
559060;1,00%;515;Albergues, exceto assistenciais
559060;1,00%;515;Campings
559060;1,00%;515;Pensões (alojamento)
559069;1,00%;515;Outros alojamentos não especificados ante riormente
561120;1,00%;515;Restaurantes e similares
561120;1,00%;515;Bares e outros estabelecimentos especiali zados em servir bebidas
561120;1,00%;515;Lanchonetes, casas de chá, de sucos e sim ilares
561210;1,00%;515;Serviços ambulantes de alimentação
562010;1,00%;515;Serviços de alimentação para eventos e re cepções - bufê
562010;1,00%;515;Cantinas - serviços de alimentação privat ivos
562010;1,00%;515;Fornecimento de alimentos preparados prep onderantemente para consumo
602250;3,00%;515;Atividades relacionadas à televisão por a ssinatura, exceto programadoras
614180;2,00%;515;Operadoras de televisão por assinatura po r cabo
614260;2,00%;515;Operadoras de televisão por assinatura po r microondas
614340;2,00%;515;Operadoras de televisão por assinatura po r satélite
620150;1,00%;515;Desenvolvimento de programas de computado r sob encomenda
620400;1,00%;515;Consultoria em tecnologia da informação
620910;1,00%;515;Suporte técnico, manutenção e outros serv iços em tecnologia da informação
631190;1,00%;515;Tratamento de dados, provedores de serviç os de aplicação e serviços de
631940;1,00%;515;Portais, provedores de conteúdo e outros serviços de informação na internet
639920;1,00%;515;Outras atividades de prestação de serviço s de informação não especificadas
643440;1,00%;515;Agências de fomento
646110;1,00%;515;Holdings de instituições financeiras
646200;1,00%;515;Holdings de instituições não-financeiras
646380;1,00%;515;Outras sociedades de participação, exceto  holdings
649130;1,00%;515;Sociedades de fomento mercantil - factori ng
649300;1,00%;515;Administração de consórcios para aquisiçã o de bens e direitos
661340;1,00%;515;Administração de cartões de crédito
661930;1,00%;515;Representações de bancos estrangeiros
661930;1,00%;515;Operadoras de cartões de débito
661939;1,00%;515;Outras atividades auxiliares dos serviços  financeiros não especificadas
662150;1,00%;515;Peritos e avaliadores de seguros - Pessoa  Jurídica
662150;1,00%;515;Auditoria e consultoria atuarial - Pessoa  Jurídica
663040;2,00%;515;Atividades de administração de fundos por  contrato ou comissão
681020;1,00%;515;Compra e venda de imóveis próprios
681020;1,00%;515;Aluguel de imóveis próprios
682180;1,00%;515;Corretagem na compra e venda e avaliação de imóveis - Pessoa Jurídica
682180;1,00%;515;Corretagem no aluguel de imóveis - Pessoa  Jurídica
682260;1,00%;515;Gestão e administração da propriedade imo biliária
691170;1,00%;515;Serviços advocatícios - Pessoa Jurídica
691170;1,00%;515;Atividades auxiliares da justiça
691170;1,00%;515;Agente de propriedade industrial
692060;1,00%;515;Atividades de contabilidade - Pessoa Jurí dica
692060;1,00%;515;Atividades de consultoria e auditoria con tábil e tributária - Pessoa Jurídica
702040;1,00%;515;Atividades de consultoria em gestão empre sarial, exceto consultoria técnica
711110;1,00%;515;Serviços de arquitetura - Pessoa Jurídica
711970;1,00%;515;Serviços de cartografia, topografia e geo désia - Pessoa Jurídica
711970;1,00%;515;Atividades de estudos geológicos - Pessoa  Jurídica
711970;1,00%;515;Serviços de desenho técnico relacionados à arquitetura e engenharia -
711970;1,00%;515;Serviços de perícia técnica relacionados à segurança do trabalho - Pessoa
711979;1,00%;515;Atividades técnicas relacionadas à engenh aria e arquitetura não
712010;3,00%;515;Testes e análises técnicas - Pessoa Juríd ica
721000;1,00%;515;Pesquisa e desenvolvimento experimental e m ciências físicas e naturais -
731900;1,00%;515;Promoção de vendas
731900;1,00%;515;Consultoria em publicidade
732030;2,00%;515;Pesquisas de mercado e de opinião pública
742000;1,00%;515;Serviços de microfilmagem
749010;1,00%;515;Serviços de agronomia e de consultoria às  atividades agrícolas e pecuárias -
749010;1,00%;515;Atividades de intermediação e agenciament o de serviços e negócios em
749010;1,00%;515;Agenciamento de profissionais para ativid ades esportivas, culturais e
749019;1,00%;515;Outras atividades profissionais, científi cas e técnicas não especificadas
750010;1,00%;515;Atividades veterinárias - Pessoa Jurídica
771950;1,00%;515;Locação de embarcações sem tripulação, ex ceto para fins recreativos
771959;1,00%;515;Locação de outros meios de transporte não especific ados anteriormente, sem
772170;1,00%;515;Aluguel de equipamentos recreativos e esp ortivos
772250;1,00%;515;Aluguel de fitas de vídeo, DVDs e similar es
772330;1,00%;515;Aluguel de objetos do vestuário, jóias e acessórios
772920;1,00%;515;Aluguel de aparelhos de jogos eletrônicos
772920;1,00%;515;"Aluguel de móveis, utensílios e aparelhos  de uso doméstico e pessoal;"
772920;1,00%;515;Aluguel de material médico
772929;1,00%;515;Aluguel de outros objetos pessoais e domé sticos não especificados
773140;1,00%;515;Aluguel de máquinas e equipamentos agríco las sem operador
773220;1,00%;515;Aluguel de máquinas e equipamentos para c onstrução sem operador, exceto
773220;1,00%;515;Aluguel de andaimes
773310;1,00%;515;Aluguel de máquinas e equipamentos para e scritório
773900;1,00%;515;Aluguel de máquinas e equipamentos para e xtração de minérios e petróleo,
773900;1,00%;515;Aluguel de equipamentos científicos, médi cos e hospitalares, sem operador
773900;1,00%;515;Aluguel de palcos, coberturas e outras es truturas de uso temporário, exceto
773909;1,00%;515;Aluguel de outras máquinas e equipamentos  comerciais e industriais não
774030;1,00%;515;Gestão de ativos intangíveis não-financei ros
781080;2,00%;515;Seleção e agenciamento de mão-de-obra
783020;2,00%;515;Fornecimento e gestão de recursos humanos  para terceiros (Empresas em
791120;1,00%;515;Agências de viagens
791210;1,00%;515;Operadores turísticos
799020;1,00%;515;Serviços de reservas e outros serviços de  turismo não especificados
801110;3,00%;515;Atividades de vigilância e segurança priv ada
801110;3,00%;515;Serviços de adestramento de cães de guard a
802000;2,00%;515;Atividades de monitoramento de sistemas d e segurança
803070;3,00%;515;Atividades de investigação particular
811170;3,00%;515;Serviços combinados para apoio a edifício s, exceto condomínios prediais
812140;3,00%;515;Limpeza em prédios e em domicílios
812220;3,00%;515;Imunização e controle de pragas urbanas
812900;3,00%;515;Atividades de limpeza não especificadas a nteriormente
813030;1,00%;515;Atividades paisagísticas
821130;1,00%;515;Serviços combinados de escritório e apoio  administrativo
821990;1,00%;515;Fotocópias
821999;1,00%;515;Preparação de documentos e serviços especializados de apoio administrativo
822020;3,00%;515;Atividades de teleatendimento
823000;1,00%;515;Serviços de organização de feiras, congre ssos, exposições e festas
823000;1,00%;515;Casas de festas e eventos
829110;1,00%;515;Atividades de cobrança e informações cada strais
829200;2,00%;515;Envasamento e empacotamento sob contrato
829970;1,00%;515;Medição de consumo de energia elétrica, g ás e água
829970;1,00%;515;Emissão de vales-alimentação, vales-trans porte e similares
829970;1,00%;515;Serviços de gravação de carimbos, exceto confecção
829970;1,00%;515;Leiloeiros independentes
829970;1,00%;515;Serviços de levantamento de fundos sob co ntrato
829970;1,00%;515;Casas lotéricas
829970;1,00%;515;Salas de acesso à internet
829979;1,00%;515;Outras atividades de serviços prestados p rincipalmente às empresas não
842300;2,00%;515;Justiça (Terceirizações em presídios)
859110;1,00%;515;Ensino de esportes
859290;1,00%;515;Ensino de dança
859290;1,00%;515;Ensino de artes cênicas, exceto dança
859290;1,00%;515;Ensino de música
859299;1,00%;515;Ensino de arte e cultura não especificado  anteriormente
859370;1,00%;515;Ensino de idiomas
859960;1,00%;515;Formação de condutores
859960;1,00%;515;Cursos de pilotagem
859960;1,00%;515;Treinamento em informática
859960;1,00%;515;Treinamento em desenvolvimento profission al e gerencial
